# artifact_type: raw_data
# circuit_file: 03_cmos_inverter_vtc.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\dc_analysis\03_cmos_inverter_vtc.cir
# analysis_type: dc
# executor: spice
# timestamp: 2026-04-22T10:26:34.802684

Vin,V(out),V(in),I(VIN),V(m1#body diode),V(m1#gate),V(m2#body diode),V(m2#gate),V(vdd),I(VDD)
0.10999999999999999,4.999999999953224,0.10999999999999999,0.0,5.000000000000001,0.10999999999999999,2.3399998436703526e-11,0.10999999999999999,5.0,-7.807532398373951e-12
0.11999999999999998,4.999999999953175,0.11999999999999998,0.0,5.000000000000001,0.11999999999999998,2.3399998436703384e-11,0.11999999999999998,5.0,-7.8062001307444e-12
0.12999999999999998,4.9999999999531255,0.12999999999999998,-1.3877787807814457e-17,5.000000000000001,0.12999999999999995,2.339999843670323e-11,0.12999999999999995,5.0,-7.8062001307444e-12
0.13999999999999999,4.999999999953072,0.13999999999999999,0.0,5.000000000000001,0.13999999999999999,2.339999843670307e-11,0.13999999999999999,5.0,-7.8062001307444e-12
0.15,4.999999999953018,0.15,0.0,5.000000000000001,0.15,2.339999843670291e-11,0.15,5.0,-7.807532398373951e-12
0.16,4.9999999999529665,0.16,-1.3877787807814457e-17,5.000000000000001,0.15999999999999998,2.3399998436702757e-11,0.15999999999999998,5.0,-7.8062001307444e-12
0.17,4.999999999952912,0.17,0.0,5.000000000000001,0.17,2.3399998436702595e-11,0.17,5.0,-7.80664421995425e-12
0.18000000000000002,4.999999999952856,0.18000000000000002,0.0,5.000000000000001,0.18000000000000002,2.339999843670242e-11,0.18000000000000002,5.0,-7.807976487583801e-12
0.19000000000000003,4.9999999999527995,0.19000000000000003,-2.7755575615628914e-17,5.000000000000001,0.19,2.339999843670225e-11,0.19,5.0,-7.808420576793651e-12
0.20000000000000004,4.9999999999527445,0.20000000000000004,0.0,5.000000000000001,0.20000000000000004,2.3399998436702085e-11,0.20000000000000004,5.0,-7.808864666003501e-12
0.21000000000000005,4.999999999952686,0.21000000000000005,0.0,5.000000000000001,0.21000000000000002,2.339999843670191e-11,0.21000000000000002,5.0,-7.809308755213351e-12
0.22000000000000006,4.999999999952623,0.22000000000000006,-2.7755575615628914e-17,5.000000000000001,0.22000000000000003,2.3399998436701723e-11,0.22000000000000003,5.0,-7.811085112052751e-12
