# artifact_type: raw_data
# circuit_file: 01_resistor_thermal_noise.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\noise_analysis\01_resistor_thermal_noise.cir
# analysis_type: noise
# executor: spice
# timestamp: 2026-04-22T10:26:42.738430

Frequency (Hz),inoise_spectrum,onoise_spectrum
223.87211385683318,1.8207727003181918e-08,9.103863501590959e-09
251.18864315095712,1.8207727003181918e-08,9.103863501590959e-09
281.83829312644434,1.8207727003181918e-08,9.103863501590959e-09
316.22776601683677,1.8207727003181918e-08,9.103863501590959e-09
354.8133892335741,1.8207727003181918e-08,9.103863501590959e-09
398.10717055349573,1.8207727003181918e-08,9.103863501590959e-09
446.6835921509614,1.8207727003181918e-08,9.103863501590959e-09
501.1872336272703,1.8207727003181918e-08,9.103863501590959e-09
562.3413251903468,1.8207727003181918e-08,9.103863501590959e-09
630.9573444801906,1.8207727003181918e-08,9.103863501590959e-09
707.9457843841349,1.8207727003181918e-08,9.103863501590959e-09
794.328234724278,1.8207727003181918e-08,9.103863501590959e-09
891.2509381337416,1.8207727003181918e-08,9.103863501590959e-09
999.9999999999955,1.8207727003181918e-08,9.103863501590959e-09
1122.0184543019582,1.8207727003181918e-08,9.103863501590959e-09
1258.9254117941612,1.8207727003181918e-08,9.103863501590959e-09
1412.5375446227474,1.8207727003181918e-08,9.103863501590959e-09
1584.8931924611056,1.8207727003181918e-08,9.103863501590959e-09
1778.2794100389137,1.8207727003181918e-08,9.103863501590959e-09
1995.2623149688693,1.8207727003181918e-08,9.103863501590959e-09
2238.7211385683277,1.8207727003181918e-08,9.103863501590959e-09
2511.8864315095666,1.8207727003181918e-08,9.103863501590959e-09
2818.3829312644384,1.8207727003181918e-08,9.103863501590959e-09
3162.2776601683618,1.8207727003181918e-08,9.103863501590959e-09
3548.133892335735,1.8207727003181918e-08,9.103863501590959e-09
3981.07170553495,1.8207727003181918e-08,9.103863501590959e-09
4466.835921509605,1.8207727003181918e-08,9.103863501590959e-09
5011.872336272693,1.8207727003181918e-08,9.103863501590959e-09
5623.413251903457,1.8207727003181918e-08,9.103863501590959e-09
6309.573444801895,1.8207727003181918e-08,9.103863501590959e-09
7079.457843841336,1.8207727003181918e-08,9.103863501590959e-09
7943.282347242766,1.8207727003181918e-08,9.103863501590959e-09
8912.5093813374,1.8207727003181918e-08,9.103863501590959e-09
9999.999999999938,1.8207727003181918e-08,9.103863501590959e-09
11220.184543019564,1.8207727003181918e-08,9.103863501590959e-09
12589.254117941593,1.8207727003181918e-08,9.103863501590959e-09
14125.375446227454,1.8207727003181918e-08,9.103863501590959e-09
15848.931924611034,1.8207727003181918e-08,9.103863501590959e-09
17782.794100389114,1.8207727003181918e-08,9.103863501590959e-09
19952.623149688665,1.8207727003181918e-08,9.103863501590959e-09
22387.211385683247,1.8207727003181918e-08,9.103863501590959e-09
25118.86431509563,1.8207727003181918e-08,9.103863501590959e-09
28183.829312644346,1.8207727003181918e-08,9.103863501590959e-09
31622.776601683574,1.8207727003181918e-08,9.103863501590959e-09
35481.338923357296,1.8207727003181918e-08,9.103863501590959e-09
39810.71705534944,1.8207727003181918e-08,9.103863501590959e-09
44668.35921509599,1.8207727003181918e-08,9.103863501590959e-09
50118.72336272686,1.8207727003181918e-08,9.103863501590959e-09
56234.13251903449,1.8207727003181918e-08,9.103863501590959e-09
63095.73444801885,1.8207727003181918e-08,9.103863501590959e-09
70794.57843841326,1.8207727003181918e-08,9.103863501590959e-09
79432.82347242754,1.8207727003181918e-08,9.103863501590959e-09
89125.09381337385,1.8207727003181918e-08,9.103863501590959e-09
99999.9999999992,1.8207727003181918e-08,9.103863501590959e-09
112201.84543019543,1.8207727003181918e-08,9.103863501590959e-09
125892.54117941568,1.8207727003181918e-08,9.103863501590959e-09
141253.75446227426,1.8207727003181918e-08,9.103863501590959e-09
158489.31924611,1.8207727003181918e-08,9.103863501590959e-09
177827.94100389077,1.8207727003181918e-08,9.103863501590959e-09
199526.23149688623,1.8207727003181918e-08,9.103863501590959e-09
223872.113856832,1.8207727003181918e-08,9.103863501590959e-09
251188.6431509558,1.8207727003181918e-08,9.103863501590959e-09
281838.2931264429,1.8207727003181918e-08,9.103863501590959e-09
316227.7660168351,1.8207727003181918e-08,9.103863501590959e-09
354813.3892335723,1.8207727003181918e-08,9.103863501590959e-09
398107.17055349366,1.8207727003181918e-08,9.103863501590959e-09
446683.59215095907,1.8207727003181918e-08,9.103863501590959e-09
501187.2336272677,1.8207727003181918e-08,9.103863501590959e-09
562341.3251903439,1.8207727003181918e-08,9.103863501590959e-09
630957.3444801874,1.8207727003181918e-08,9.103863501590959e-09
707945.7843841313,1.8207727003181918e-08,9.103863501590959e-09
794328.234724274,1.8207727003181918e-08,9.103863501590959e-09
891250.9381337371,1.8207727003181918e-08,9.103863501590959e-09
999999.9999999905,1.8207727003181918e-08,9.103863501590959e-09
1122018.4543019526,1.8207727003181918e-08,9.103863501590959e-09
1258925.411794155,1.8207727003181918e-08,9.103863501590959e-09
1412537.5446227405,1.8207727003181918e-08,9.103863501590959e-09
1584893.1924610978,1.8207727003181918e-08,9.103863501590959e-09
1778279.4100389052,1.8207727003181918e-08,9.103863501590959e-09
1995262.3149688598,1.8207727003181918e-08,9.103863501590959e-09
2238721.138568317,1.8207727003181918e-08,9.103863501590959e-09
2511886.4315095544,1.8207727003181918e-08,9.103863501590959e-09
2818382.9312644247,1.8207727003181918e-08,9.103863501590959e-09
3162277.6601683465,1.8207727003181918e-08,9.103863501590959e-09
3548133.8923357176,1.8207727003181918e-08,9.103863501590959e-09
3981071.705534931,1.8207727003181918e-08,9.103863501590959e-09
4466835.921509584,1.8207727003181918e-08,9.103863501590959e-09
5011872.33627267,1.8207727003181918e-08,9.103863501590959e-09
5623413.251903431,1.8207727003181918e-08,9.103863501590959e-09
6309573.444801864,1.8207727003181918e-08,9.103863501590959e-09
7079457.843841302,1.8207727003181918e-08,9.103863501590959e-09
7943282.347242728,1.8207727003181918e-08,9.103863501590959e-09
8912509.381337358,1.8207727003181918e-08,9.103863501590959e-09
9999999.99999989,1.8207727003181918e-08,9.103863501590959e-09
