# artifact_type: raw_data
# circuit_file: inverting amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\cir\inverting amplifier.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:09.947959

Time (s),V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(xu1.ndrv),I(E.XU1.E1),I(V1),I(V2),I(V3)
0.015005599999999725,3.51785427569783e-09,-0.003517819093953893,12.0,0.0003517857790350926,0.0,-12.0,-0.00351785427569783,3.51817439369663e-08,-1.2e-11,-1.2e-11,-3.517822611808169e-08
0.015025599999999724,1.601566818895244e-08,-0.0160155080176966,12.0,0.0016015684190046678,0.0,-12.0,-0.01601566818895244,1.6017125584188996e-07,-1.2e-11,-1.2e-11,-1.6015524033364788e-07
0.015045599999999723,2.826090544757087e-08,-0.02826062281279951,12.0,0.0028260933682759436,0.0,-12.0,-0.02826090544757087,2.8263477135775927e-07,-1.2e-11,-1.2e-11,-2.8260651073704964e-07
0.015065599999999723,4.006045134503586e-08,-0.040060050704068165,12.0,0.004006049136903296,0.0,-12.0,-0.04006045134503586,4.00640967693211e-07,-1.2e-11,-1.2e-11,-4.0060090764519514e-07
0.015085599999999722,5.1228219993834697e-08,-0.05122770766501806,12.0,0.005122827117543799,0.0,-12.0,-0.051228219993834694,5.123288166347661e-07,-1.2e-11,-1.2e-11,-5.122775889323806e-07
0.015105599999999721,6.158808901107448e-08,-0.061587473074140385,12.0,0.0061588150543119505,0.0,-12.0,-0.06158808901107448,6.159369340952292e-07,-1.2e-11,-1.2e-11,-6.15875346622294e-07
0.01512559999999972,7.097667707367087e-08,-0.0709759672423127,12.0,0.007097674798576053,0.0,-12.0,-0.07097667707367086,7.098313581643811e-07,-1.2e-11,-1.2e-11,-7.097603821898979e-07
0.01514559999999972,7.924592053940282e-08,-0.07924512800808516,12.0,0.00792459997132111,0.0,-12.0,-0.07924592053940281,7.925313176559978e-07,-1.2e-11,-1.2e-11,-7.92452072540057e-07
0.015165599999999719,8.626540849901093e-08,-0.08626454576642607,12.0,0.008626549468591956,0.0,-12.0,-0.08626540849901093,8.627325848581391e-07,-1.2e-11,-1.2e-11,-8.626463203183458e-07
0.015185599999999718,9.19244394341318e-08,-0.09192352010608798,12.0,0.009192453127492175,0.0,-12.0,-0.0919244394341318,9.193280438163365e-07,-1.2e-11,-1.2e-11,-9.192361203052741e-07
0.015205599999999717,9.613376704637779e-08,-0.09613280562122743,12.0,0.009613386309266494,0.0,-12.0,-0.09613376704637779,9.614251503531346e-07,-1.2e-11,-1.2e-11,-9.61329017549945e-07
0.015225599999999716,9.882700772477454e-08,-0.0988260193647666,12.0,0.009882710646185159,0.0,-12.0,-0.09882700772477454,9.883600079335642e-07,-1.2e-11,-1.2e-11,-9.882611819177435e-07
0.015245599999999715,9.996168745495858e-08,-0.09996068774712082,12.0,0.009996178732568283,0.0,-12.0,-0.09996168745495858,9.997078377621538e-07,-1.2e-11,-1.2e-11,-9.996078770880828e-07
0.015265599999999714,9.95199116597604e-08,-0.09951891637008259,12.0,0.009952001108911085,0.0,-12.0,-0.0995199116597604,9.952896778131493e-07,-1.2e-11,-1.2e-11,-9.951901588999425e-07
0.015285599999999714,9.750864740737435e-08,-0.09750767223216927,12.0,0.009750874482729077,0.0,-12.0,-0.09750864740737435,9.751752050729534e-07,-1.2e-11,-1.2e-11,-9.750776974081668e-07
0.015305599999999713,9.39596135365317e-08,-0.0939586738548949,12.0,0.009395970741064378,0.0,-12.0,-0.0939596135365317,9.396816368079097e-07,-1.2e-11,-1.2e-11,-9.395876781450842e-07
0.015325599999999712,8.892878043146565e-08,-0.08892789106273785,12.0,0.00889288692793226,0.0,-12.0,-0.08892878043146565,8.893687278022089e-07,-1.2e-11,-1.2e-11,-8.892797999151829e-07
0.015345599999999711,8.24954873355171e-08,-0.08249466230557444,12.0,0.008249556975593512,0.0,-12.0,-0.0824954873355171,8.250299426693086e-07,-1.2e-11,-1.2e-11,-8.249474480106178e-07
0.01536559999999971,7.476119112387127e-08,-0.07476044344392876,12.0,0.007476126581703114,0.0,-12.0,-0.07476119112387127,7.476799425004677e-07,-1.2e-11,-1.2e-11,-7.47605182051199e-07
0.01538559999999971,6.584786626803319e-08,-0.0658472077294502,12.0,0.006584793205597916,0.0,-12.0,-0.06584786626803318,6.585385829843693e-07,-1.2e-11,-1.2e-11,-6.584727357731647e-07
0.015405599999999709,5.589608122553758e-08,-0.05589552221386097,12.0,0.0055896137070754436,0.0,-12.0,-0.05589608122553758,5.590116766152065e-07,-1.2e-11,-1.2e-11,-5.589557810994218e-07
0.015425599999999708,4.5062781591416004e-08,-0.04506233092259382,12.0,0.004506282661319133,0.0,-12.0,-0.045062781591416,4.50668822184197e-07,-1.2e-11,-1.2e-11,-4.506237598537541e-07
0.015445599999999707,3.3518814972396984e-08,-0.033518479753745785,12.0,0.003351884846071048,0.0,-12.0,-0.03351881497239698,3.352186511984545e-07,-1.2e-11,-1.2e-11,-3.351851327256076e-07
0.015465599999999706,2.144623661809245e-08,-0.021446022136210604,12.0,0.0021446258044813403,0.0,-12.0,-0.02144623661809245,2.144818818453076e-07,-1.2e-11,-1.2e-11,-2.1446043582447224e-07
0.015485599999999706,9.035438300962623e-09,-0.009035347938357538,12.0,0.0009035447328178848,0.0,-12.0,-0.009035438300962623,9.03626050843126e-08,-1.2e-11,-1.2e-11,-9.035356973795839e-08
0.015505599999999705,-3.5178542756853906e-09,0.003517819093941454,12.0,-0.00035178577903384863,0.0,-12.0,0.0035178542756853907,-3.518174393653262e-08,-1.2e-11,-1.2e-11,3.51782261179573e-08
0.015525599999999704,-1.601566818894015e-08,0.01601550801768431,12.0,-0.001601568419003439,0.0,-12.0,0.016015668188940152,-1.6017125584188996e-07,-1.2e-11,-1.2e-11,1.60155240333525e-07
0.015545599999999703,-2.8260905447558932e-08,0.028260622812787572,12.0,-0.0028260933682747497,0.0,-12.0,0.02826090544755893,-2.8263477135775927e-07,-1.2e-11,-1.2e-11,2.8260651073693026e-07
0.015565599999999702,-4.006045134502315e-08,0.04006005070405546,12.0,-0.0040060491369020255,0.0,-12.0,0.04006045134502315,-4.00640967693211e-07,-1.2e-11,-1.2e-11,4.006009076450681e-07
0.015585599999999701,-5.12282199938228e-08,0.051227707665006166,12.0,-0.005122827117542609,0.0,-12.0,0.0512282199938228,-5.123288166347661e-07,-1.2e-11,-1.2e-11,5.122775889322616e-07
0.0156055999999997,-6.158808901106578e-08,0.06158747307413169,12.0,-0.0061588150543110814,0.0,-12.0,0.061588089011065786,-6.159369340952292e-07,-1.2e-11,-1.2e-11,6.15875346622207e-07
0.0156255999999997,-7.09766770736631e-08,0.07097596724230494,12.0,-0.007097674798575276,0.0,-12.0,0.0709766770736631,-7.098313581643811e-07,-1.2e-11,-1.2e-11,7.097603821898202e-07
0.0156455999999997,-7.92459205393961e-08,0.07924512800807844,12.0,-0.007924599971320436,0.0,-12.0,0.0792459205393961,-7.925313176559978e-07,-1.2e-11,-1.2e-11,7.924520725399898e-07
0.0156655999999997,-8.626540849900465e-08,0.0862645457664198,12.0,-0.008626549468591328,0.0,-12.0,0.08626540849900466,-8.627325848581391e-07,-1.2e-11,-1.2e-11,8.62646320318283e-07
0.0156855999999997,-9.192443943412689e-08,0.09192352010608307,12.0,-0.009192453127491684,0.0,-12.0,0.09192443943412688,-9.193280438163365e-07,-1.2e-11,-1.2e-11,9.19236120305225e-07
0.0157055999999997,-9.613376704637474e-08,0.0961328056212244,12.0,-0.00961338630926619,0.0,-12.0,0.09613376704637475,-9.614251503531346e-07,-1.2e-11,-1.2e-11,9.613290175499145e-07
0.015725599999999697,-9.882700772477285e-08,0.09882601936476491,12.0,-0.00988271064618499,0.0,-12.0,0.09882700772477285,-9.883600079335642e-07,-1.2e-11,-1.2e-11,9.882611819177266e-07
0.015745599999999697,-9.996168745495825e-08,0.0999606877471205,12.0,-0.009996178732568249,0.0,-12.0,0.09996168745495826,-9.997078377621538e-07,-1.2e-11,-1.2e-11,9.996078770880794e-07
0.015765599999999696,-9.951991165976163e-08,0.09951891637008381,12.0,-0.009952001108911207,0.0,-12.0,0.09951991165976162,-9.952896778131493e-07,-1.2e-11,-1.2e-11,9.951901588999548e-07
0.015785599999999695,-9.750864740737713e-08,0.09750767223217205,12.0,-0.009750874482729354,0.0,-12.0,0.09750864740737712,-9.751752050729534e-07,-1.2e-11,-1.2e-11,9.750776974081946e-07
0.015805599999999694,-9.395961353653596e-08,0.09395867385489916,12.0,-0.009395970741064805,0.0,-12.0,0.09395961353653597,-9.396816368079097e-07,-1.2e-11,-1.2e-11,9.395876781451269e-07
0.015825599999999693,-8.892878043147068e-08,0.08892789106274288,12.0,-0.008892886927932763,0.0,-12.0,0.08892878043147068,-8.893687278022089e-07,-1.2e-11,-1.2e-11,8.892797999152332e-07
0.015845599999999693,-8.249548733552414e-08,0.08249466230558147,12.0,-0.008249556975594216,0.0,-12.0,0.08249548733552414,-8.250299426693086e-07,-1.2e-11,-1.2e-11,8.249474480106882e-07
0.015865599999999692,-7.476119112387954e-08,0.07476044344393704,12.0,-0.007476126581703941,0.0,-12.0,0.07476119112387954,-7.476799425004677e-07,-1.2e-11,-1.2e-11,7.476051820512817e-07
0.01588559999999969,-6.584786626804148e-08,0.0658472077294585,12.0,-0.006584793205598745,0.0,-12.0,0.06584786626804148,-6.585385829843693e-07,-1.2e-11,-1.2e-11,6.584727357732477e-07
0.01590559999999969,-5.589608122554789e-08,0.05589552221387127,12.0,-0.005589613707076475,0.0,-12.0,0.055896081225547886,-5.590116766152065e-07,-1.2e-11,-1.2e-11,5.58955781099525e-07
0.01592559999999969,-4.5062781591427114e-08,0.04506233092260493,12.0,-0.004506282661320244,0.0,-12.0,0.04506278159142711,-4.50668822184197e-07,-1.2e-11,-1.2e-11,4.5062375985386525e-07
0.01594559999999969,-3.351881497240872e-08,0.03351847975375752,12.0,-0.0033518848460722213,0.0,-12.0,0.03351881497240872,-3.352186511984545e-07,-1.2e-11,-1.2e-11,3.351851327257249e-07
0.015965599999999688,-2.1446236618104606e-08,0.02144602213622276,12.0,-0.002144625804482556,0.0,-12.0,0.021446236618104606,-2.144818818453076e-07,-1.2e-11,-1.2e-11,2.144604358245938e-07
0.015985599999999687,-9.035438300973602e-09,0.009035347938368517,12.0,-0.0009035447328189827,0.0,-12.0,0.009035438300973602,-9.03626050843126e-08,-1.2e-11,-1.2e-11,9.035356973806818e-08
0.016005599999999686,3.517854275672952e-09,-0.0035178190939290153,12.0,0.0003517857790326048,0.0,-12.0,-0.003517854275672952,3.518174393653262e-08,-1.2e-11,-1.2e-11,-3.517822611783291e-08
0.016025599999999685,1.6015668188927866e-08,-0.016015508017672025,12.0,0.0016015684190022106,0.0,-12.0,-0.016015668188927867,1.6017125584188996e-07,-1.2e-11,-1.2e-11,-1.6015524033340216e-07
0.016045599999999684,2.826090544754699e-08,-0.028260622812775634,12.0,0.0028260933682735558,0.0,-12.0,-0.028260905447546992,2.8263477135775927e-07,-1.2e-11,-1.2e-11,-2.8260651073681083e-07
0.016065599999999684,4.006045134501305e-08,-0.04006005070404536,12.0,0.004006049136901015,0.0,-12.0,-0.04006045134501305,4.00640967693211e-07,-1.2e-11,-1.2e-11,-4.00600907644967e-07
0.016085599999999683,5.122821999381333e-08,-0.051227707664996694,12.0,0.005122827117541662,0.0,-12.0,-0.05122821999381333,5.123288166347661e-07,-1.2e-11,-1.2e-11,-5.122775889321669e-07
0.016105599999999682,6.158808901105598e-08,-0.06158747307412188,12.0,0.0061588150543101005,0.0,-12.0,-0.061588089011055974,6.159369340952292e-07,-1.2e-11,-1.2e-11,-6.15875346622109e-07
0.01612559999999968,7.097667707365434e-08,-0.07097596724229617,12.0,0.0070976747985744,0.0,-12.0,-0.07097667707365433,7.098313581643811e-07,-1.2e-11,-1.2e-11,-7.097603821897327e-07
0.01614559999999968,7.92459205393885e-08,-0.07924512800807085,12.0,0.007924599971319677,0.0,-12.0,-0.0792459205393885,7.925313176559978e-07,-1.2e-11,-1.2e-11,-7.924520725399138e-07
0.01616559999999968,8.626540849899763e-08,-0.08626454576641276,12.0,0.008626549468590625,0.0,-12.0,-0.08626540849899762,8.627325848581391e-07,-1.2e-11,-1.2e-11,-8.626463203182127e-07
0.01618559999999968,9.192443943412143e-08,-0.09192352010607761,12.0,0.009192453127491139,0.0,-12.0,-0.09192443943412143,9.193280438163365e-07,-1.2e-11,-1.2e-11,-9.192361203051705e-07
0.016205599999999678,9.613376704637133e-08,-0.09613280562122098,12.0,0.009613386309265849,0.0,-12.0,-0.09613376704637133,9.614251503531346e-07,-1.2e-11,-1.2e-11,-9.613290175498804e-07
0.016225599999999677,9.882700772477073e-08,-0.09882601936476279,12.0,0.009882710646184779,0.0,-12.0,-0.09882700772477072,9.883600079335642e-07,-1.2e-11,-1.2e-11,-9.882611819177054e-07
0.016245599999999676,9.996168745495793e-08,-0.09996068774712018,12.0,0.009996178732568216,0.0,-12.0,-0.09996168745495794,9.997078377621538e-07,-1.2e-11,-1.2e-11,-9.996078770880762e-07
0.016265599999999675,9.951991165976283e-08,-0.09951891637008502,12.0,0.009952001108911328,0.0,-12.0,-0.09951991165976283,9.952896778131493e-07,-1.2e-11,-1.2e-11,-9.951901588999669e-07
0.016285599999999675,9.750864740737988e-08,-0.09750767223217481,12.0,0.009750874482729628,0.0,-12.0,-0.09750864740737988,9.751752050729534e-07,-1.2e-11,-1.2e-11,-9.750776974082221e-07
0.016305599999999674,9.395961353653972e-08,-0.09395867385490292,12.0,0.009395970741065181,0.0,-12.0,-0.09395961353653973,9.396816368079097e-07,-1.2e-11,-1.2e-11,-9.395876781451645e-07
0.016325599999999673,8.892878043147637e-08,-0.08892789106274857,12.0,0.008892886927933332,0.0,-12.0,-0.08892878043147637,8.893687278022089e-07,-1.2e-11,-1.2e-11,-8.892797999152901e-07
0.016345599999999672,8.249548733553116e-08,-0.08249466230558848,12.0,0.008249556975594919,0.0,-12.0,-0.08249548733553115,8.250299426693086e-07,-1.2e-11,-1.2e-11,-8.249474480107584e-07
0.01636559999999967,7.476119112388875e-08,-0.07476044344394625,12.0,0.007476126581704862,0.0,-12.0,-0.07476119112388875,7.476799425004677e-07,-1.2e-11,-1.2e-11,-7.476051820513738e-07
0.01638559999999967,6.584786626805191e-08,-0.06584720772946893,12.0,0.006584793205599788,0.0,-12.0,-0.06584786626805192,6.585385829843693e-07,-1.2e-11,-1.2e-11,-6.58472735773352e-07
0.01640559999999967,5.589608122555821e-08,-0.055895522213881596,12.0,0.005589613707077508,0.0,-12.0,-0.05589608122555821,5.590116766152065e-07,-1.2e-11,-1.2e-11,-5.589557810996282e-07
0.01642559999999967,4.5062781591438225e-08,-0.045062330922616044,12.0,0.004506282661321355,0.0,-12.0,-0.04506278159143823,4.50668822184197e-07,-1.2e-11,-1.2e-11,-4.5062375985397637e-07
0.016445599999999668,3.351881497242044e-08,-0.033518479753769245,12.0,0.0033518848460733935,0.0,-12.0,-0.033518814972420444,3.352186511984545e-07,-1.2e-11,-1.2e-11,-3.351851327258421e-07
0.016465599999999667,2.1446236618116766e-08,-0.02144602213623492,12.0,0.002144625804483772,0.0,-12.0,-0.021446236618116767,2.144818818453076e-07,-1.2e-11,-1.2e-11,-2.144604358247154e-07
0.016485599999999666,9.035438300985998e-09,-0.009035347938380914,12.0,0.0009035447328202223,0.0,-12.0,-0.009035438300985998,9.03626050843126e-08,-1.2e-11,-1.2e-11,-9.035356973819214e-08
0.016505599999999666,-3.5178542756619326e-09,0.003517819093917996,12.0,-0.00035178577903150285,0.0,-12.0,0.0035178542756619325,-3.518174393653262e-08,-1.2e-11,-1.2e-11,3.5178226117722715e-08
0.016525599999999665,-1.601566818891418e-08,0.016015508017658338,12.0,-0.0016015684190008417,0.0,-12.0,0.01601566818891418,-1.6017125584188996e-07,-1.2e-11,-1.2e-11,1.601552403332653e-07
0.016545599999999664,-2.8260905447535053e-08,0.028260622812763696,12.0,-0.002826093368272362,0.0,-12.0,0.028260905447535054,-2.8263477135775927e-07,-1.2e-11,-1.2e-11,2.8260651073669145e-07
0.016565599999999663,-4.006045134500034e-08,0.04006005070403265,12.0,-0.004006049136899744,0.0,-12.0,0.040060451345000345,-4.00640967693211e-07,-1.2e-11,-1.2e-11,4.0060090764483997e-07
0.016585599999999662,-5.122821999380141e-08,0.05122770766498477,12.0,-0.00512282711754047,0.0,-12.0,0.05122821999380141,-5.123288166347661e-07,-1.2e-11,-1.2e-11,5.122775889320477e-07
0.01660559999999966,-6.158808901104617e-08,0.06158747307411208,12.0,-0.00615881505430912,0.0,-12.0,0.06158808901104617,-6.159369340882903e-07,-1.2e-11,-1.2e-11,6.15875346622011e-07
0.01662559999999966,-7.097667707364457e-08,0.07097596724228641,12.0,-0.0070976747985734235,0.0,-12.0,0.07097667707364458,-7.098313581643811e-07,-1.2e-11,-1.2e-11,7.097603821896349e-07
0.01664559999999966,-7.924592053938089e-08,0.07924512800806323,12.0,-0.007924599971318917,0.0,-12.0,0.07924592053938088,-7.925313176559978e-07,-1.2e-11,-1.2e-11,7.924520725398377e-07
0.01666559999999966,-8.626540849899206e-08,0.0862645457664072,12.0,-0.008626549468590069,0.0,-12.0,0.08626540849899206,-8.627325848581391e-07,-1.2e-11,-1.2e-11,8.62646320318157e-07
0.01668559999999966,-9.192443943411708e-08,0.09192352010607326,12.0,-0.009192453127490703,0.0,-12.0,0.09192443943411707,-9.193280438163365e-07,-1.2e-11,-1.2e-11,9.19236120305127e-07
0.016705599999999658,-9.61337670463675e-08,0.09613280562121715,12.0,-0.009613386309265465,0.0,-12.0,0.0961337670463675,-9.614251503531346e-07,-1.2e-11,-1.2e-11,9.61329017549842e-07
0.016725599999999657,-9.882700772476861e-08,0.09882601936476068,12.0,-0.009882710646184567,0.0,-12.0,0.09882700772476861,-9.883600079335642e-07,-1.2e-11,-1.2e-11,9.882611819176842e-07
0.016745599999999656,-9.996168745495758e-08,0.09996068774711982,12.0,-0.009996178732568181,0.0,-12.0,0.09996168745495758,-9.997078377621538e-07,-1.2e-11,-1.2e-11,9.996078770880726e-07
0.016765599999999655,-9.95199116597642e-08,0.09951891637008638,12.0,-0.009952001108911463,0.0,-12.0,0.09951991165976419,-9.952896778131493e-07,-1.2e-11,-1.2e-11,9.951901588999804e-07
0.016785599999999654,-9.750864740738298e-08,0.0975076722321779,12.0,-0.009750874482729937,0.0,-12.0,0.09750864740738298,-9.751752050729534e-07,-1.2e-11,-1.2e-11,9.75077697408253e-07
0.016805599999999653,-9.395961353654447e-08,0.09395867385490766,12.0,-0.009395970741065657,0.0,-12.0,0.09395961353654447,-9.396816368079097e-07,-1.2e-11,-1.2e-11,9.39587678145212e-07
0.016825599999999653,-8.892878043148271e-08,0.08892789106275491,12.0,-0.008892886927933967,0.0,-12.0,0.08892878043148271,-8.893687278022089e-07,-1.2e-11,-1.2e-11,8.892797999153536e-07
0.016845599999999652,-8.24954873355374e-08,0.08249466230559474,12.0,-0.008249556975595543,0.0,-12.0,0.08249548733553741,-8.250299426693086e-07,-1.2e-11,-1.2e-11,8.249474480108208e-07
0.01686559999999965,-7.476119112389607e-08,0.07476044344395358,12.0,-0.007476126581705595,0.0,-12.0,0.07476119112389608,-7.476799425004677e-07,-1.2e-11,-1.2e-11,7.476051820514471e-07
0.01688559999999965,-6.584786626806128e-08,0.0658472077294783,12.0,-0.006584793205600725,0.0,-12.0,0.06584786626806129,-6.585385829843693e-07,-1.2e-11,-1.2e-11,6.584727357734457e-07
0.01690559999999965,-5.589608122556972e-08,0.0558955222138931,12.0,-0.005589613707078658,0.0,-12.0,0.05589608122556972,-5.590116766221453e-07,-1.2e-11,-1.2e-11,5.589557810997433e-07
0.01692559999999965,-4.50627815914506e-08,0.045062330922628416,12.0,-0.0045062826613225925,0.0,-12.0,0.0450627815914506,-4.50668822184197e-07,-1.2e-11,-1.2e-11,4.5062375985410014e-07
0.016945599999999648,-3.3518814972432176e-08,0.03351847975378097,12.0,-0.0033518848460745666,0.0,-12.0,0.03351881497243218,-3.352186512053934e-07,-1.2e-11,-1.2e-11,3.3518513272595943e-07
0.016965599999999647,-2.144623661813031e-08,0.021446022136248463,12.0,-0.0021446258044851263,0.0,-12.0,0.021446236618130308,-2.144818818453076e-07,-1.2e-11,-1.2e-11,2.1446043582485084e-07
0.016985599999999646,-9.035438300998394e-09,0.009035347938393308,12.0,-0.0009035447328214619,0.0,-12.0,0.009035438300998394,-9.036260508604732e-08,-1.2e-11,-1.2e-11,9.03535697383161e-08
0.017005599999999645,3.5178542756480744e-09,-0.0035178190939041385,12.0,0.00035178577903011697,0.0,-12.0,-0.0035178542756480746,3.5181743936098936e-08,-1.2e-11,-1.2e-11,-3.517822611758414e-08
0.017025599999999644,1.6015668188903295e-08,-0.016015508017647454,12.0,0.0016015684189997533,0.0,-12.0,-0.016015668188903296,1.6017125584188996e-07,-1.2e-11,-1.2e-11,-1.6015524033315645e-07
0.017045599999999644,2.8260905447524475e-08,-0.028260622812753117,12.0,0.002826093368271304,0.0,-12.0,-0.028260905447524475,2.8263477135775927e-07,-1.2e-11,-1.2e-11,-2.826065107365857e-07
0.017065599999999643,4.0060451344990244e-08,-0.04006005070402255,12.0,0.004006049136898735,0.0,-12.0,-0.04006045134499024,4.00640967693211e-07,-1.2e-11,-1.2e-11,-4.00600907644739e-07
0.017085599999999642,5.1228219993790724e-08,-0.05122770766497409,12.0,0.005122827117539402,0.0,-12.0,-0.05122821999379072,5.123288166347661e-07,-1.2e-11,-1.2e-11,-5.122775889319409e-07
0.01710559999999964,6.158808901103524e-08,-0.06158747307410115,12.0,0.006158815054308027,0.0,-12.0,-0.06158808901103524,6.159369340882903e-07,-1.2e-11,-1.2e-11,-6.158753466219016e-07
0.01712559999999964,7.09766770736348e-08,-0.07097596724227664,12.0,0.007097674798572447,0.0,-12.0,-0.07097667707363481,7.098313581643811e-07,-1.2e-11,-1.2e-11,-7.097603821895373e-07
0.01714559999999964,7.924592053937244e-08,-0.07924512800805479,12.0,0.007924599971318072,0.0,-12.0,-0.07924592053937245,7.925313176559978e-07,-1.2e-11,-1.2e-11,-7.924520725397532e-07
0.01716559999999964,8.626540849898503e-08,-0.08626454576640016,12.0,0.008626549468589366,0.0,-12.0,-0.08626540849898502,8.627325848581391e-07,-1.2e-11,-1.2e-11,-8.626463203180868e-07
0.017185599999999638,9.192443943411218e-08,-0.09192352010606837,12.0,0.009192453127490214,0.0,-12.0,-0.09192443943411219,9.193280438163365e-07,-1.2e-11,-1.2e-11,-9.19236120305078e-07
0.017205599999999637,9.613376704636445e-08,-0.0961328056212141,12.0,0.009613386309265162,0.0,-12.0,-0.09613376704636445,9.614251503531346e-07,-1.2e-11,-1.2e-11,-9.613290175498115e-07
0.017225599999999636,9.882700772476695e-08,-0.09882601936475902,12.0,0.009882710646184399,0.0,-12.0,-0.09882700772476695,9.883600079335642e-07,-1.2e-11,-1.2e-11,-9.882611819176675e-07
0.017245599999999636,9.996168745495727e-08,-0.09996068774711951,12.0,0.009996178732568152,0.0,-12.0,-0.09996168745495727,9.997078377621538e-07,-1.2e-11,-1.2e-11,-9.996078770880696e-07
0.017265599999999635,9.951991165976557e-08,-0.09951891637008776,12.0,0.0099520011089116,0.0,-12.0,-0.09951991165976558,9.952896778131493e-07,-1.2e-11,-1.2e-11,-9.951901588999942e-07
0.017285599999999634,9.750864740738573e-08,-0.09750767223218065,12.0,0.009750874482730213,0.0,-12.0,-0.09750864740738573,9.751752050729534e-07,-1.2e-11,-1.2e-11,-9.750776974082806e-07
0.017305599999999633,9.395961353654922e-08,-0.09395867385491241,12.0,0.00939597074106613,0.0,-12.0,-0.09395961353654922,9.396816368079097e-07,-1.2e-11,-1.2e-11,-9.395876781452594e-07
0.017325599999999632,8.892878043148841e-08,-0.08892789106276061,12.0,0.008892886927934536,0.0,-12.0,-0.08892878043148841,8.893687278022089e-07,-1.2e-11,-1.2e-11,-8.892797999154105e-07
0.01734559999999963,8.249548733554525e-08,-0.08249466230560258,12.0,0.008249556975596328,0.0,-12.0,-0.08249548733554525,8.250299426693086e-07,-1.2e-11,-1.2e-11,-8.249474480108993e-07
0.01736559999999963,7.476119112390527e-08,-0.07476044344396277,12.0,0.007476126581706515,0.0,-12.0,-0.07476119112390527,7.476799425004677e-07,-1.2e-11,-1.2e-11,-7.476051820515391e-07
0.01738559999999963,6.584786626806958e-08,-0.0658472077294866,12.0,0.006584793205601555,0.0,-12.0,-0.06584786626806959,6.585385829843693e-07,-1.2e-11,-1.2e-11,-6.584727357735287e-07
0.01740559999999963,5.5896081225578846e-08,-0.055895522213902225,12.0,0.005589613707079571,0.0,-12.0,-0.05589608122557885,5.590116766221453e-07,-1.2e-11,-1.2e-11,-5.589557810998346e-07
0.017425599999999628,4.5062781591460447e-08,-0.04506233092263826,12.0,0.004506282661323577,0.0,-12.0,-0.045062781591460446,4.50668822184197e-07,-1.2e-11,-1.2e-11,-4.5062375985419855e-07
0.017445599999999627,3.351881497244523e-08,-0.033518479753794024,12.0,0.003351884846075873,0.0,-12.0,-0.03351881497244523,3.352186512053934e-07,-1.2e-11,-1.2e-11,-3.3518513272609003e-07
0.017465599999999627,2.1446236618143854e-08,-0.021446022136262007,12.0,0.0021446258044864807,0.0,-12.0,-0.021446236618143853,2.144818818453076e-07,-1.2e-11,-1.2e-11,-2.1446043582498629e-07
0.017485599999999626,9.035438301012205e-09,-0.009035347938407119,12.0,0.000903544732822843,0.0,-12.0,-0.009035438301012205,9.036260508604732e-08,-1.2e-11,-1.2e-11,-9.03535697384542e-08
0.017505599999999625,-3.517854275634214e-09,0.003517819093890278,12.0,-0.000351785779028731,0.0,-12.0,0.003517854275634214,-3.5181743936098936e-08,-1.2e-11,-1.2e-11,3.517822611744554e-08
0.017525599999999624,-1.6015668188891007e-08,0.016015508017635165,12.0,-0.0016015684189985247,0.0,-12.0,0.016015668188891007,-1.6017125584188996e-07,-1.2e-11,-1.2e-11,1.6015524033303357e-07
0.017545599999999623,-2.8260905447511177e-08,0.02826062281273982,12.0,-0.002826093368269974,0.0,-12.0,0.028260905447511177,-2.8263477135775927e-07,-1.2e-11,-1.2e-11,2.826065107364527e-07
0.017565599999999622,-4.006045134497754e-08,0.04006005070400984,12.0,-0.004006049136897464,0.0,-12.0,0.040060451344977537,-4.00640967693211e-07,-1.2e-11,-1.2e-11,4.0060090764461196e-07
0.01758559999999962,-5.122821999378125e-08,0.051227707664964615,12.0,-0.005122827117538455,0.0,-12.0,0.05122821999378125,-5.123288166347661e-07,-1.2e-11,-1.2e-11,5.122775889318461e-07
0.01760559999999962,-6.158808901102656e-08,0.061587473074092465,12.0,-0.006158815054307158,0.0,-12.0,0.06158808901102655,-6.159369340882903e-07,-1.2e-11,-1.2e-11,6.158753466218148e-07
0.01762559999999962,-7.097667707362603e-08,0.07097596724226786,12.0,-0.007097674798571569,0.0,-12.0,0.07097667707362602,-7.098313581643811e-07,-1.2e-11,-1.2e-11,7.097603821894495e-07
0.01764559999999962,-7.9245920539364e-08,0.07924512800804634,12.0,-0.007924599971317227,0.0,-12.0,0.079245920539364,-7.925313176559978e-07,-1.2e-11,-1.2e-11,7.924520725396688e-07
0.01766559999999962,-8.626540849897873e-08,0.08626454576639386,12.0,-0.008626549468588736,0.0,-12.0,0.08626540849897872,-8.627325848581391e-07,-1.2e-11,-1.2e-11,8.626463203180238e-07
0.017685599999999618,-9.192443943410672e-08,0.0919235201060629,12.0,-0.009192453127489668,0.0,-12.0,0.09192443943410672,-9.193280438163365e-07,-1.2e-11,-1.2e-11,9.192361203050234e-07
