# artifact_type: raw_data
# circuit_file: inverting amplifier.cir
# file_path: E:\Individual Project\circuit_design_ai\TestWork\cir\inverting amplifier.cir
# analysis_type: tran
# executor: spice
# timestamp: 2026-04-22T10:26:09.947959

Time (s),V(n001),V(n002),V(n003),V(n004),V(n005),V(n006),V(xu1.ndrv),I(E.XU1.E1),I(V1),I(V2),I(V3)
0.004965600000000011,-2.1446236617906202e-08,0.02144602213602436,12.0,-0.0021446258044627155,0.0,-12.0,0.021446236617906202,-2.1448188184183814e-07,-1.2e-11,-1.2e-11,2.1446043582260978e-07
0.004985600000000011,-9.035438300770243e-09,0.009035347938165161,12.0,-0.0009035447327986468,0.0,-12.0,0.009035438300770244,-9.036260508257787e-08,-1.2e-11,-1.2e-11,9.035356973603461e-08
0.005005600000000011,3.517854275877375e-09,-0.0035178190941334364,12.0,0.00035178577905304714,0.0,-12.0,-0.003517854275877375,3.518174393870102e-08,-1.2e-11,-1.2e-11,-3.5178226119877124e-08
0.005025600000000011,1.601566818913083e-08,-0.016015508017874984,12.0,0.0016015684190225068,0.0,-12.0,-0.01601566818913083,1.601712558453594e-07,-1.2e-11,-1.2e-11,-1.6015524033543176e-07
0.005045600000000011,2.8260905447744905e-08,-0.028260622812973545,12.0,0.002826093368293347,0.0,-12.0,-0.028260905447744906,2.826347713612287e-07,-1.2e-11,-1.2e-11,-2.826065107387899e-07
0.005065600000000011,4.006045134520178e-08,-0.040060050704234074,12.0,0.004006049136919888,0.0,-12.0,-0.040060451345201774,4.006409677001499e-07,-1.2e-11,-1.2e-11,-4.006009076468543e-07
0.005085600000000011,5.122821999399052e-08,-0.05122770766517388,12.0,0.0051228271175593814,0.0,-12.0,-0.05122821999399052,5.12328816641705e-07,-1.2e-11,-1.2e-11,-5.122775889339388e-07
0.005105600000000011,6.158808901121964e-08,-0.06158747307428555,12.0,0.006158815054326468,0.0,-12.0,-0.06158808901121964,6.159369340952292e-07,-1.2e-11,-1.2e-11,-6.158753466237457e-07
0.005125600000000011,7.097667707379968e-08,-0.07097596724244153,12.0,0.0070976747985889346,0.0,-12.0,-0.07097667707379969,7.098313581643811e-07,-1.2e-11,-1.2e-11,-7.097603821911861e-07
0.0051456000000000114,7.924592053951521e-08,-0.07924512800819755,12.0,0.007924599971332349,0.0,-12.0,-0.07924592053951521,7.925313176559978e-07,-1.2e-11,-1.2e-11,-7.924520725411809e-07
0.0051656000000000115,8.626540849910343e-08,-0.08626454576651857,12.0,0.008626549468601205,0.0,-12.0,-0.08626540849910343,8.627325848581391e-07,-1.2e-11,-1.2e-11,-8.626463203192708e-07
0.0051856000000000116,9.192443943420434e-08,-0.09192352010616052,12.0,0.00919245312749943,0.0,-12.0,-0.09192443943420434,9.193280438163365e-07,-1.2e-11,-1.2e-11,-9.192361203059995e-07
0.005205600000000012,9.613376704642931e-08,-0.09613280562127896,12.0,0.009613386309271646,0.0,-12.0,-0.09613376704642931,9.614251503531346e-07,-1.2e-11,-1.2e-11,-9.613290175504602e-07
0.005225600000000012,9.88270077248029e-08,-0.09882601936479497,12.0,0.009882710646187995,0.0,-12.0,-0.0988270077248029,9.883600079335642e-07,-1.2e-11,-1.2e-11,-9.88261181918027e-07
0.005245600000000012,9.996168745496377e-08,-0.099960687747126,12.0,0.009996178732568802,0.0,-12.0,-0.09996168745496377,9.997078377621538e-07,-1.2e-11,-1.2e-11,-9.996078770881346e-07
0.005265600000000012,9.951991165974223e-08,-0.09951891637006441,12.0,0.009952001108909267,0.0,-12.0,-0.09951991165974222,9.952896778131493e-07,-1.2e-11,-1.2e-11,-9.951901588997609e-07
0.005285600000000012,9.750864740733284e-08,-0.09750767223212777,12.0,0.009750874482724926,0.0,-12.0,-0.09750864740733284,9.751752050729534e-07,-1.2e-11,-1.2e-11,-9.750776974077518e-07
0.005305600000000012,9.39596135364674e-08,-0.0939586738548306,12.0,0.00939597074105795,0.0,-12.0,-0.09395961353646741,9.396816368079097e-07,-1.2e-11,-1.2e-11,-9.395876781444413e-07
0.005325600000000012,8.892878043137943e-08,-0.08892789106265163,12.0,0.008892886927923636,0.0,-12.0,-0.08892878043137943,8.893687278022089e-07,-1.2e-11,-1.2e-11,-8.892797999143206e-07
0.005345600000000012,8.249548733541015e-08,-0.08249466230546748,12.0,0.008249556975582818,0.0,-12.0,-0.08249548733541015,8.250299426693086e-07,-1.2e-11,-1.2e-11,-8.249474480095483e-07
0.005365600000000012,7.476119112374604e-08,-0.07476044344380355,12.0,0.007476126581690592,0.0,-12.0,-0.07476119112374605,7.476799425004677e-07,-1.2e-11,-1.2e-11,-7.476051820499469e-07
0.005385600000000012,6.584786626788967e-08,-0.06584720772930669,12.0,0.006584793205583564,0.0,-12.0,-0.06584786626788966,6.585385829704915e-07,-1.2e-11,-1.2e-11,-6.584727357717297e-07
0.005405600000000012,5.589608122537947e-08,-0.05589552221370285,12.0,0.005589613707059633,0.0,-12.0,-0.055896081225379465,5.590116766152065e-07,-1.2e-11,-1.2e-11,-5.589557810978408e-07
0.005425600000000012,4.506278159124579e-08,-0.04506233092242361,12.0,0.0045062826613021115,0.0,-12.0,-0.04506278159124579,4.50668822184197e-07,-1.2e-11,-1.2e-11,-4.50623759852052e-07
0.005445600000000012,3.351881497221601e-08,-0.03351847975356481,12.0,0.0033518848460529506,0.0,-12.0,-0.03351881497221601,3.352186511984545e-07,-1.2e-11,-1.2e-11,-3.3518513272379785e-07
0.005465600000000012,2.1446236617905524e-08,-0.02144602213602368,12.0,0.002144625804462648,0.0,-12.0,-0.021446236617905522,2.1448188184183814e-07,-1.2e-11,-1.2e-11,-2.14460435822603e-07
0.005485600000000012,9.035438300769902e-09,-0.00903534793816482,12.0,0.0009035447327986126,0.0,-12.0,-0.009035438300769902,9.036260508257787e-08,-1.2e-11,-1.2e-11,-9.03535697360312e-08
0.005505600000000012,-3.5178542758787838e-09,0.003517819094134845,12.0,-0.000351785779053188,0.0,-12.0,0.0035178542758787837,-3.518174393870102e-08,-1.2e-11,-1.2e-11,3.517822611989121e-08
0.0055256000000000124,-1.6015668189131167e-08,0.01601550801787532,12.0,-0.0016015684190225407,0.0,-12.0,0.016015668189131166,-1.601712558453594e-07,-1.2e-11,-1.2e-11,1.6015524033543515e-07
0.0055456000000000125,-2.8260905447745914e-08,0.02826062281297455,12.0,-0.0028260933682934483,0.0,-12.0,0.028260905447745913,-2.826347713612287e-07,-1.2e-11,-1.2e-11,2.8260651073880004e-07
0.0055656000000000126,-4.006045134520242e-08,0.04006005070423472,12.0,-0.004006049136919952,0.0,-12.0,0.04006045134520242,-4.006409677001499e-07,-1.2e-11,-1.2e-11,4.0060090764686073e-07
0.005585600000000013,-5.122821999399142e-08,0.051227707665174774,12.0,-0.005122827117559472,0.0,-12.0,0.051228219993991415,-5.12328816641705e-07,-1.2e-11,-1.2e-11,5.122775889339478e-07
0.005605600000000013,-6.15880890112199e-08,0.06158747307428581,12.0,-0.0061588150543264945,0.0,-12.0,0.061588089011219906,-6.159369340952292e-07,-1.2e-11,-1.2e-11,6.158753466237483e-07
0.005625600000000013,-7.097667707380044e-08,0.07097596724244228,12.0,-0.007097674798589009,0.0,-12.0,0.07097667707380044,-7.098313581643811e-07,-1.2e-11,-1.2e-11,7.097603821911936e-07
0.005645600000000013,-7.924592053951542e-08,0.07924512800819776,12.0,-0.00792459997133237,0.0,-12.0,0.07924592053951542,-7.925313176559978e-07,-1.2e-11,-1.2e-11,7.92452072541183e-07
0.005665600000000013,-8.62654084991043e-08,0.08626454576651944,12.0,-0.008626549468601294,0.0,-12.0,0.0862654084991043,-8.627325848581391e-07,-1.2e-11,-1.2e-11,8.626463203192795e-07
0.005685600000000013,-9.192443943420476e-08,0.09192352010616095,12.0,-0.00919245312749947,0.0,-12.0,0.09192443943420477,-9.193280438163365e-07,-1.2e-11,-1.2e-11,9.192361203060038e-07
0.005705600000000013,-9.613376704642939e-08,0.09613280562127904,12.0,-0.009613386309271655,0.0,-12.0,0.0961337670464294,-9.614251503531346e-07,-1.2e-11,-1.2e-11,9.61329017550461e-07
0.005725600000000013,-9.882700772480308e-08,0.09882601936479514,12.0,-0.00988271064618801,0.0,-12.0,0.09882700772480307,-9.883600079335642e-07,-1.2e-11,-1.2e-11,9.882611819180287e-07
0.005745600000000013,-9.996168745496377e-08,0.099960687747126,12.0,-0.009996178732568802,0.0,-12.0,0.09996168745496377,-9.997078377621538e-07,-1.2e-11,-1.2e-11,9.996078770881346e-07
0.005765600000000013,-9.951991165974207e-08,0.09951891637006426,12.0,-0.00995200110890925,0.0,-12.0,0.09951991165974207,-9.952896778131493e-07,-1.2e-11,-1.2e-11,9.951901588997592e-07
0.005785600000000013,-9.750864740733279e-08,0.09750767223212772,12.0,-0.009750874482724919,0.0,-12.0,0.0975086474073328,-9.751752050729534e-07,-1.2e-11,-1.2e-11,9.750776974077512e-07
0.005805600000000013,-9.395961353646705e-08,0.09395867385483024,12.0,-0.009395970741057913,0.0,-12.0,0.09395961353646705,-9.396816368079097e-07,-1.2e-11,-1.2e-11,9.395876781444377e-07
0.005825600000000013,-8.892878043137927e-08,0.08892789106265146,12.0,-0.00889288692792362,0.0,-12.0,0.08892878043137926,-8.893687278022089e-07,-1.2e-11,-1.2e-11,8.89279799914319e-07
0.005845600000000013,-8.249548733540955e-08,0.08249466230546688,12.0,-0.008249556975582757,0.0,-12.0,0.08249548733540955,-8.250299426693086e-07,-1.2e-11,-1.2e-11,8.249474480095422e-07
0.005865600000000013,-7.476119112374534e-08,0.07476044344380284,12.0,-0.007476126581690522,0.0,-12.0,0.07476119112374534,-7.476799425004677e-07,-1.2e-11,-1.2e-11,7.476051820499399e-07
0.005885600000000013,-6.584786626788889e-08,0.06584720772930591,12.0,-0.006584793205583486,0.0,-12.0,0.06584786626788888,-6.585385829704915e-07,-1.2e-11,-1.2e-11,6.584727357717219e-07
0.0059056000000000134,-5.5896081225379184e-08,0.055895522213702566,12.0,-0.005589613707059605,0.0,-12.0,0.05589608122537918,-5.590116766152065e-07,-1.2e-11,-1.2e-11,5.58955781097838e-07
0.0059256000000000135,-4.506278159124485e-08,0.045062330922422664,12.0,-0.004506282661302017,0.0,-12.0,0.04506278159124485,-4.50668822184197e-07,-1.2e-11,-1.2e-11,4.506237598520426e-07
0.0059456000000000135,-3.3518814972215024e-08,0.033518479753563826,12.0,-0.0033518848460528513,0.0,-12.0,0.033518814972215025,-3.352186511984545e-07,-1.2e-11,-1.2e-11,3.3518513272378796e-07
0.005965600000000014,-2.1446236617904495e-08,0.021446022136022654,12.0,-0.0021446258044625446,0.0,-12.0,0.021446236617904495,-2.1448188184183814e-07,-1.2e-11,-1.2e-11,2.144604358225927e-07
0.005985600000000014,-9.035438300768851e-09,0.009035347938163768,12.0,-0.0009035447327985077,0.0,-12.0,0.00903543830076885,-9.036260508257787e-08,-1.2e-11,-1.2e-11,9.03535697360207e-08
0.006005600000000014,3.5178542758791262e-09,-0.0035178190941351876,12.0,0.00035178577905322224,0.0,-12.0,-0.0035178542758791263,3.518174393870102e-08,-1.2e-11,-1.2e-11,-3.5178226119894633e-08
0.006025600000000014,1.601566818913221e-08,-0.016015508017876365,12.0,0.0016015684190226445,0.0,-12.0,-0.01601566818913221,1.601712558453594e-07,-1.2e-11,-1.2e-11,-1.6015524033544555e-07
0.006045600000000014,2.826090544774625e-08,-0.028260622812974888,12.0,0.0028260933682934812,0.0,-12.0,-0.02826090544774625,2.826347713612287e-07,-1.2e-11,-1.2e-11,-2.8260651073880337e-07
0.006065600000000014,4.006045134520338e-08,-0.04006005070423568,12.0,0.0040060491369200485,0.0,-12.0,-0.04006045134520338,4.006409677001499e-07,-1.2e-11,-1.2e-11,-4.0060090764687036e-07
0.006085600000000014,5.1228219993991715e-08,-0.05122770766517507,12.0,0.005122827117559501,0.0,-12.0,-0.051228219993991714,5.12328816641705e-07,-1.2e-11,-1.2e-11,-5.122775889339508e-07
0.006105600000000014,6.158808901122075e-08,-0.06158747307428666,12.0,0.006158815054326578,0.0,-12.0,-0.06158808901122075,6.159369340952292e-07,-1.2e-11,-1.2e-11,-6.158753466237567e-07
0.006125600000000014,7.097667707380117e-08,-0.070975967242443,12.0,0.007097674798589083,0.0,-12.0,-0.07097667707380116,7.098313581643811e-07,-1.2e-11,-1.2e-11,-7.097603821912009e-07
0.006145600000000014,7.924592053951607e-08,-0.07924512800819841,12.0,0.007924599971332434,0.0,-12.0,-0.07924592053951607,7.925313176559978e-07,-1.2e-11,-1.2e-11,-7.924520725411895e-07
0.006165600000000014,8.626540849910449e-08,-0.08626454576651962,12.0,0.008626549468601311,0.0,-12.0,-0.08626540849910448,8.627325848581391e-07,-1.2e-11,-1.2e-11,-8.626463203192813e-07
0.006185600000000014,9.192443943420489e-08,-0.09192352010616107,12.0,0.009192453127499485,0.0,-12.0,-0.09192443943420489,9.193280438163365e-07,-1.2e-11,-1.2e-11,-9.192361203060051e-07
0.006205600000000014,9.61337670464297e-08,-0.09613280562127934,12.0,0.009613386309271686,0.0,-12.0,-0.09613376704642969,9.614251503531346e-07,-1.2e-11,-1.2e-11,-9.61329017550464e-07
0.006225600000000014,9.882700772480322e-08,-0.09882601936479529,12.0,0.009882710646188026,0.0,-12.0,-0.09882700772480323,9.883600079335642e-07,-1.2e-11,-1.2e-11,-9.882611819180302e-07
0.006245600000000014,9.996168745496382e-08,-0.09996068774712606,12.0,0.009996178732568806,0.0,-12.0,-0.09996168745496382,9.997078377621538e-07,-1.2e-11,-1.2e-11,-9.99607877088135e-07
0.006265600000000014,9.951991165974201e-08,-0.0995189163700642,12.0,0.009952001108909246,0.0,-12.0,-0.09951991165974201,9.952896778131493e-07,-1.2e-11,-1.2e-11,-9.951901588997587e-07
0.0062856000000000144,9.750864740733253e-08,-0.09750767223212746,12.0,0.009750874482724894,0.0,-12.0,-0.09750864740733253,9.751752050729534e-07,-1.2e-11,-1.2e-11,-9.750776974077486e-07
0.0063056000000000145,9.395961353646694e-08,-0.09395867385483013,12.0,0.009395970741057903,0.0,-12.0,-0.09395961353646694,9.396816368079097e-07,-1.2e-11,-1.2e-11,-9.395876781444366e-07
0.0063256000000000145,8.892878043137845e-08,-0.08892789106265064,12.0,0.00889288692792354,0.0,-12.0,-0.08892878043137845,8.893687278022089e-07,-1.2e-11,-1.2e-11,-8.892797999143109e-07
0.006345600000000015,8.249548733540936e-08,-0.08249466230546669,12.0,0.008249556975582738,0.0,-12.0,-0.08249548733540936,8.250299426693086e-07,-1.2e-11,-1.2e-11,-8.249474480095403e-07
0.006365600000000015,7.476119112374465e-08,-0.07476044344380216,12.0,0.007476126581690452,0.0,-12.0,-0.07476119112374466,7.476799425004677e-07,-1.2e-11,-1.2e-11,-7.476051820499329e-07
0.006385600000000015,6.58478662678881e-08,-0.06584720772930513,12.0,0.006584793205583407,0.0,-12.0,-0.0658478662678881,6.585385829704915e-07,-1.2e-11,-1.2e-11,-6.58472735771714e-07
0.006405600000000015,5.589608122537831e-08,-0.0558955222137017,12.0,0.005589613707059518,0.0,-12.0,-0.055896081225378313,5.590116766152065e-07,-1.2e-11,-1.2e-11,-5.589557810978293e-07
0.006425600000000015,4.506278159124391e-08,-0.04506233092242173,12.0,0.004506282661301923,0.0,-12.0,-0.04506278159124391,4.50668822184197e-07,-1.2e-11,-1.2e-11,-4.506237598520332e-07
0.006445600000000015,3.3518814972214693e-08,-0.03351847975356349,12.0,0.003351884846052819,0.0,-12.0,-0.03351881497221469,3.352186511984545e-07,-1.2e-11,-1.2e-11,-3.3518513272378467e-07
0.006465600000000015,2.1446236617903462e-08,-0.02144602213602162,12.0,0.002144625804462442,0.0,-12.0,-0.02144623661790346,2.1448188184183814e-07,-1.2e-11,-1.2e-11,-2.144604358225824e-07
0.006485600000000015,9.035438300768509e-09,-0.009035347938163426,12.0,0.0009035447327984734,0.0,-12.0,-0.009035438300768509,9.036260508257787e-08,-1.2e-11,-1.2e-11,-9.035356973601728e-08
0.006505600000000015,-3.517854275880179e-09,0.00351781909413624,12.0,-0.0003517857790533275,0.0,-12.0,0.003517854275880179,-3.518174393870102e-08,-1.2e-11,-1.2e-11,3.517822611990516e-08
0.006525600000000015,-1.6015668189133248e-08,0.016015508017877402,12.0,-0.0016015684190227486,0.0,-12.0,0.016015668189133248,-1.601712558453594e-07,-1.2e-11,-1.2e-11,1.6015524033545595e-07
0.006545600000000015,-2.8260905447747254e-08,0.028260622812975894,12.0,-0.0028260933682935823,0.0,-12.0,0.028260905447747255,-2.826347713612287e-07,-1.2e-11,-1.2e-11,2.8260651073881343e-07
0.006565600000000015,-4.0060451345203696e-08,0.040060050704235996,12.0,-0.00400604913692008,0.0,-12.0,0.040060451345203696,-4.006409677001499e-07,-1.2e-11,-1.2e-11,4.006009076468735e-07
0.006585600000000015,-5.122821999399263e-08,0.05122770766517599,12.0,-0.005122827117559592,0.0,-12.0,0.05122821999399263,-5.12328816641705e-07,-1.2e-11,-1.2e-11,5.122775889339599e-07
0.006605600000000015,-6.158808901122102e-08,0.06158747307428692,12.0,-0.0061588150543266055,0.0,-12.0,0.061588089011221016,-6.159369340952292e-07,-1.2e-11,-1.2e-11,6.158753466237594e-07
0.006625600000000015,-7.097667707380192e-08,0.07097596724244376,12.0,-0.0070976747985891575,0.0,-12.0,0.07097667707380192,-7.098313581643811e-07,-1.2e-11,-1.2e-11,7.097603821912084e-07
0.006645600000000015,-7.924592053951627e-08,0.0792451280081986,12.0,-0.007924599971332455,0.0,-12.0,0.07924592053951626,-7.925313176559978e-07,-1.2e-11,-1.2e-11,7.924520725411915e-07
0.0066656000000000154,-8.626540849910502e-08,0.08626454576652015,12.0,-0.008626549468601365,0.0,-12.0,0.08626540849910501,-8.627325848581391e-07,-1.2e-11,-1.2e-11,8.626463203192866e-07
0.0066856000000000155,-9.192443943420529e-08,0.09192352010616148,12.0,-0.009192453127499525,0.0,-12.0,0.0919244394342053,-9.193280438163365e-07,-1.2e-11,-1.2e-11,9.19236120306009e-07
0.0067056000000000155,-9.61337670464298e-08,0.09613280562127945,12.0,-0.009613386309271695,0.0,-12.0,0.0961337670464298,-9.614251503531346e-07,-1.2e-11,-1.2e-11,9.61329017550465e-07
0.006725600000000016,-9.882700772480337e-08,0.09882601936479543,12.0,-0.009882710646188042,0.0,-12.0,0.09882700772480336,-9.883600079335642e-07,-1.2e-11,-1.2e-11,9.882611819180317e-07
0.006745600000000016,-9.996168745496382e-08,0.09996068774712606,12.0,-0.009996178732568806,0.0,-12.0,0.09996168745496382,-9.997078377621538e-07,-1.2e-11,-1.2e-11,9.99607877088135e-07
0.006765600000000016,-9.951991165974191e-08,0.09951891637006409,12.0,-0.009952001108909236,0.0,-12.0,0.0995199116597419,-9.952896778131493e-07,-1.2e-11,-1.2e-11,9.951901588997577e-07
0.006785600000000016,-9.750864740733231e-08,0.09750767223212724,12.0,-0.009750874482724872,0.0,-12.0,0.09750864740733231,-9.751752050729534e-07,-1.2e-11,-1.2e-11,9.750776974077465e-07
0.006805600000000016,-9.395961353646657e-08,0.09395867385482977,12.0,-0.009395970741057866,0.0,-12.0,0.09395961353646658,-9.396816368079097e-07,-1.2e-11,-1.2e-11,9.395876781444329e-07
0.006825600000000016,-8.892878043137829e-08,0.08892789106265049,12.0,-0.008892886927923524,0.0,-12.0,0.0889287804313783,-8.893687278022089e-07,-1.2e-11,-1.2e-11,8.892797999143093e-07
0.006845600000000016,-8.249548733540876e-08,0.0824946623054661,12.0,-0.008249556975582679,0.0,-12.0,0.08249548733540876,-8.250299426693086e-07,-1.2e-11,-1.2e-11,8.249474480095344e-07
0.006865600000000016,-7.476119112374443e-08,0.07476044344380192,12.0,-0.00747612658169043,0.0,-12.0,0.07476119112374442,-7.476799425004677e-07,-1.2e-11,-1.2e-11,7.476051820499307e-07
0.006885600000000016,-6.584786626788728e-08,0.06584720772930432,12.0,-0.006584793205583327,0.0,-12.0,0.06584786626788729,-6.585385829704915e-07,-1.2e-11,-1.2e-11,6.584727357717059e-07
0.006905600000000016,-5.589608122537802e-08,0.05589552221370141,12.0,-0.0055896137070594884,0.0,-12.0,0.05589608122537802,-5.590116766152065e-07,-1.2e-11,-1.2e-11,5.589557810978263e-07
0.006925600000000016,-4.506278159124297e-08,0.04506233092242078,12.0,-0.00450628266130183,0.0,-12.0,0.04506278159124297,-4.50668822184197e-07,-1.2e-11,-1.2e-11,4.5062375985202385e-07
0.006945600000000016,-3.35188149722137e-08,0.0335184797535625,12.0,-0.0033518848460527195,0.0,-12.0,0.0335188149722137,-3.352186511984545e-07,-1.2e-11,-1.2e-11,3.3518513272377477e-07
0.006965600000000016,-2.1446236617903125e-08,0.021446022136021283,12.0,-0.002144625804462408,0.0,-12.0,0.021446236617903125,-2.1448188184183814e-07,-1.2e-11,-1.2e-11,2.1446043582257902e-07
0.006985600000000016,-9.035438300766754e-09,0.00903534793816167,12.0,-0.0009035447327982978,0.0,-12.0,0.009035438300766753,-9.036260508257787e-08,-1.2e-11,-1.2e-11,9.035356973599971e-08
0.007005600000000016,3.5178542758805217e-09,-0.003517819094136583,12.0,0.00035178577905336177,0.0,-12.0,-0.0035178542758805215,3.518174393870102e-08,-1.2e-11,-1.2e-11,-3.517822611990859e-08
0.007025600000000016,1.601566818913429e-08,-0.016015508017878446,12.0,0.0016015684190228527,0.0,-12.0,-0.016015668189134292,1.601712558453594e-07,-1.2e-11,-1.2e-11,-1.6015524033546636e-07
0.007045600000000016,2.8260905447748267e-08,-0.028260622812976907,12.0,0.0028260933682936833,0.0,-12.0,-0.02826090544774827,2.826347713612287e-07,-1.2e-11,-1.2e-11,-2.8260651073882354e-07
0.0070656000000000165,4.0060451345204655e-08,-0.04006005070423695,12.0,0.004006049136920176,0.0,-12.0,-0.04006045134520465,4.006409677001499e-07,-1.2e-11,-1.2e-11,-4.006009076468831e-07
0.0070856000000000165,5.1228219993993515e-08,-0.051227707665176876,12.0,0.0051228271175596815,0.0,-12.0,-0.05122821999399352,5.12328816641705e-07,-1.2e-11,-1.2e-11,-5.122775889339688e-07
0.007105600000000017,6.158808901122184e-08,-0.06158747307428774,12.0,0.006158815054326687,0.0,-12.0,-0.061588089011221835,6.159369340952292e-07,-1.2e-11,-1.2e-11,-6.158753466237676e-07
0.007125600000000017,7.097667707380216e-08,-0.070975967242444,12.0,0.007097674798589182,0.0,-12.0,-0.07097667707380216,7.098313581643811e-07,-1.2e-11,-1.2e-11,-7.097603821912108e-07
0.007145600000000017,7.924592053951689e-08,-0.07924512800819923,12.0,0.007924599971332517,0.0,-12.0,-0.07924592053951689,7.925313176559978e-07,-1.2e-11,-1.2e-11,-7.924520725411978e-07
0.007165600000000017,8.62654084991052e-08,-0.08626454576652035,12.0,0.008626549468601382,0.0,-12.0,-0.0862654084991052,8.627325848581391e-07,-1.2e-11,-1.2e-11,-8.626463203192884e-07
0.007185600000000017,9.192443943420571e-08,-0.0919235201061619,12.0,0.009192453127499568,0.0,-12.0,-0.09192443943420571,9.193280438163365e-07,-1.2e-11,-1.2e-11,-9.192361203060134e-07
0.007205600000000017,9.613376704642988e-08,-0.09613280562127953,12.0,0.009613386309271705,0.0,-12.0,-0.09613376704642988,9.614251503531346e-07,-1.2e-11,-1.2e-11,-9.613290175504659e-07
0.007225600000000017,9.882700772480345e-08,-0.09882601936479551,12.0,0.009882710646188049,0.0,-12.0,-0.09882700772480345,9.883600079335642e-07,-1.2e-11,-1.2e-11,-9.882611819180326e-07
0.007245600000000017,9.996168745496386e-08,-0.0999606877471261,12.0,0.009996178732568809,0.0,-12.0,-0.09996168745496387,9.997078377621538e-07,-1.2e-11,-1.2e-11,-9.996078770881355e-07
0.007265600000000017,9.951991165974187e-08,-0.09951891637006405,12.0,0.009952001108909233,0.0,-12.0,-0.09951991165974186,9.952896778131493e-07,-1.2e-11,-1.2e-11,-9.951901588997573e-07
0.007285600000000017,9.750864740733209e-08,-0.09750767223212702,12.0,0.00975087448272485,0.0,-12.0,-0.09750864740733209,9.751752050729534e-07,-1.2e-11,-1.2e-11,-9.750776974077442e-07
0.007305600000000017,9.395961353646645e-08,-0.09395867385482964,12.0,0.009395970741057854,0.0,-12.0,-0.09395961353646645,9.396816368079097e-07,-1.2e-11,-1.2e-11,-9.395876781444318e-07
0.007325600000000017,8.89287804313778e-08,-0.08892789106264999,12.0,0.008892886927923475,0.0,-12.0,-0.0889287804313778,8.893687278022089e-07,-1.2e-11,-1.2e-11,-8.892797999143044e-07
0.007345600000000017,8.249548733540816e-08,-0.0824946623054655,12.0,0.008249556975582618,0.0,-12.0,-0.08249548733540817,8.250299426693086e-07,-1.2e-11,-1.2e-11,-8.249474480095284e-07
0.007365600000000017,7.476119112374373e-08,-0.07476044344380123,12.0,0.00747612658169036,0.0,-12.0,-0.07476119112374373,7.476799425004677e-07,-1.2e-11,-1.2e-11,-7.476051820499237e-07
0.007385600000000017,6.584786626788705e-08,-0.06584720772930408,12.0,0.0065847932055833015,0.0,-12.0,-0.06584786626788705,6.585385829704915e-07,-1.2e-11,-1.2e-11,-6.584727357717035e-07
0.007405600000000017,5.589608122537716e-08,-0.055895522213700546,12.0,0.005589613707059403,0.0,-12.0,-0.05589608122537716,5.590116766152065e-07,-1.2e-11,-1.2e-11,-5.589557810978178e-07
0.007425600000000017,4.506278159124266e-08,-0.04506233092242048,12.0,0.004506282661301798,0.0,-12.0,-0.04506278159124266,4.50668822184197e-07,-1.2e-11,-1.2e-11,-4.506237598520207e-07
0.0074456000000000175,3.351881497221271e-08,-0.03351847975356151,12.0,0.00335188484605262,0.0,-12.0,-0.03351881497221271,3.352186511984545e-07,-1.2e-11,-1.2e-11,-3.351851327237648e-07
0.0074656000000000175,2.1446236617902797e-08,-0.021446022136020957,12.0,0.002144625804462375,0.0,-12.0,-0.0214462366179028,2.1448188184183814e-07,-1.2e-11,-1.2e-11,-2.1446043582257574e-07
0.007485600000000018,9.035438300766411e-09,-0.009035347938161329,12.0,0.0009035447327982636,0.0,-12.0,-0.009035438300766412,9.036260508257787e-08,-1.2e-11,-1.2e-11,-9.03535697359963e-08
0.007505600000000018,-3.517854275881575e-09,0.003517819094137636,12.0,-0.0003517857790534671,0.0,-12.0,0.003517854275881575,-3.518174393870102e-08,-1.2e-11,-1.2e-11,3.5178226119919125e-08
0.007525600000000018,-1.6015668189134628e-08,0.016015508017878783,12.0,-0.0016015684190228865,0.0,-12.0,0.01601566818913463,-1.601712558453594e-07,-1.2e-11,-1.2e-11,1.6015524033546975e-07
0.007545600000000018,-2.8260905447749276e-08,0.028260622812977913,12.0,-0.0028260933682937844,0.0,-12.0,0.028260905447749275,-2.826347713612287e-07,-1.2e-11,-1.2e-11,2.8260651073883365e-07
0.007565600000000018,-4.006045134520498e-08,0.04006005070423728,12.0,-0.004006049136920208,0.0,-12.0,0.04006045134520498,-4.006409677001499e-07,-1.2e-11,-1.2e-11,4.0060090764688635e-07
0.007585600000000018,-5.122821999399443e-08,0.051227707665177785,12.0,-0.005122827117559773,0.0,-12.0,0.05122821999399443,-5.12328816641705e-07,-1.2e-11,-1.2e-11,5.122775889339779e-07
0.007605600000000018,-6.158808901122267e-08,0.06158747307428858,12.0,-0.00615881505432677,0.0,-12.0,0.061588089011222674,-6.159369340952292e-07,-1.2e-11,-1.2e-11,6.15875346623776e-07
0.007625600000000018,-7.097667707380289e-08,0.07097596724244472,12.0,-0.0070976747985892555,0.0,-12.0,0.07097667707380288,-7.098313581643811e-07,-1.2e-11,-1.2e-11,7.097603821912181e-07
0.007645600000000018,-7.924592053951756e-08,0.07924512800819991,12.0,-0.007924599971332583,0.0,-12.0,0.07924592053951757,-7.925313176559978e-07,-1.2e-11,-1.2e-11,7.924520725412044e-07
